"Index","Company","TypeName","Inches","ScreenType","Pixels_hor","Pixels_ver","Touchscreen","Cpu_brand","Cpu_name","Cpu_speed","Ram","Memory_type","Primary_Memory","Secondary_Memory","Gpu_brand","Gpu_name","OpSys","Weight","Price"
641,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050M","WindowsOS",2.5,59088.0
642,"HP","Notebook",17.0,"N/A",1600,900,0,"AMD"," A9-Series 9420 ",3.0,8,"HDD",1024,0,"AMD","Radeon R5","WindowsOS",2.6,27754.0
643,"Lenovo","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.14,130536.0
644,"Asus","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050 Ti","N/A",2.5,62284.0
645,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.4,23976.0
646,"Lenovo","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,"Intel","HD Graphics","WindowsOS",1.43,14599.0
647,"Acer","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","Graphics 620","WindowsOS",1.8,48964.0
648,"Razer","Gaming",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"SSD",256,0,"Nvidia","GeForce GTX 1060","WindowsOS",1.95,138475.0
649,"Toshiba","Notebook",13.3,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.2,64629.0
650,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.36,84396.0
651,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HK ",2.7,32,"SSD",512,0,"Nvidia","GeForce GTX 1080","WindowsOS",3.8,149131.0
652,"Acer","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","LinuxOS",2.4,37776.0
653,"Dell","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,8,"SSD",256,0,"Intel","UHD Graphics 620","WindowsOS",1.2,77251.0
654,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.2,63499.0
655,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","N/A",1.86,19442.0
656,"Toshiba","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",2.0,56690.0
657,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"SSD",256,0,"AMD","Radeon 530","WindowsOS",6.2,48964.0
658,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,16,"Hybrid",256,2048,"AMD","Radeon 530","WindowsOS",2.2,60473.0
659,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 960","WindowsOS",3.31,63723.0
660,"Dell","Gaming",17.3,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 7700HQ ",2.8,32,"Hybrid",512,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.42,167692.0
661,"Dell","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6300U ",2.4,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.56,65481.0
662,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"HDD",500,0,"Intel","HD Graphics 500","WindowsOS",2.2,22324.0
663,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.2,28505.0
664,"HP","Notebook",15.6,"N/A",1920,1080,0,"Intel"," Core i3 6006U ",2.0,6,"HDD",1024,0,"AMD","Radeon R5 M430","WindowsOS",2.04,28718.0
665,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.7,79215.0
666,"Toshiba","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6100U ",2.1,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",2.1,26533.0
668,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"HDD",1024,0,"AMD","Radeon 530","WindowsOS",2.1,39694.0
669,"Toshiba","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.0,67026.0
670,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"SSD",128,0,"Intel","HD Graphics 520","LinuxOS",2.1,21951.0
671,"Microsoft","Ultrabook",13.5,"N/A",2256,1504,1,"Intel"," Core i7 7600U ",2.8,8,"SSD",256,0,"Intel","Iris Plus Graphics 640","WindowsOS",1.252,99519.0
672,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"Hybrid",128,1024,"AMD","Radeon R5 M430","WindowsOS",1.9,43580.0
673,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.3,55092.0
674,"Lenovo","Notebook",35.6,"N/A",1366,768,0,"AMD"," E-Series E2-9000 ",2.2,4,"SSD",128,0,"AMD","Radeon R2 Graphics","WindowsOS",2.2,18595.0
675,"HP","2 in 1 Convertible",14.0,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i3 7100U ",2.4,4,"SSD",128,0,"Nvidia","GeForce 940MX","WindowsOS",1.63,37243.0
676,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.4,68944.0
677,"Asus","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.1,60473.0
678,"HP","2 in 1 Convertible",11.6,"N/A",1366,768,1,"Intel"," Celeron Dual Core N3350 ",1.1,8,"Flash Storage",64,0,"Intel","HD Graphics 500","OtherOS",1.4,26374.0
679,"LG","Ultrabook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 8550U ",1.8,8,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.09,122491.0
680,"Acer","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,16,"SSD",256,0,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.5,69211.0
681,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"SSD",256,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.2,53168.0
682,"Asus","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"SSD",128,0,"Intel","HD Graphics 500","WindowsOS",1.86,22324.0
683,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",3.21,109277.0
684,"HP","Notebook",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"SSD",256,0,"AMD","Radeon R5 520","WindowsOS",2.5,37243.0
685,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 8550U ",1.8,8,"SSD",512,0,"Intel","UHD Graphics 620","WindowsOS",1.19,79867.0
686,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7820HK ",2.9,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",3.49,149917.0
687,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"AMD","Radeon 520","WindowsOS",1.86,32640.0
688,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",1024,0,"AMD","Radeon R5 M430","WindowsOS",2.2,29073.0
689,"HP","Notebook",17.3,"IPS Panel Full HD",1920,1080,0,"AMD"," A10-Series 9600P ",2.4,6,"HDD",2048,0,"AMD","Radeon R7 M440","WindowsOS",2.65,30316.0
690,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core 3855U ",1.6,4,"HDD",500,0,"Intel","HD Graphics 510","WindowsOS",2.1,16943.0
691,"Acer","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core 3855U ",1.6,4,"Flash Storage",32,0,"Intel","HD Graphics 510","OtherOS",1.45,19980.0
692,"Lenovo","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.7,37243.0
693,"HP","Workstation",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"HDD",500,0,"Nvidia","Quadro M1200","WindowsOS",3.14,101658.0
694,"Lenovo","2 in 1 Convertible",14.0,"N/A",2560,1440,1,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.42,137995.0
695,"Toshiba","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.5,51841.0
696,"Acer","Netbook",11.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3050 ",1.6,4,"Flash Storage",32,0,"Intel","HD Graphics","WindowsOS",1.4,14332.0
697,"Lenovo","2 in 1 Convertible",14.0,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.38,93187.0
698,"Asus","2 in 1 Convertible",12.5,"Full HD",1920,1080,1,"Intel"," Core M M3-6Y30 ",0.9,4,"Flash Storage",64,0,"Intel","HD Graphics 515","OtherOS",1.2,35644.0
699,"Toshiba","Ultrabook",13.3,"Full HD",1920,1080,1,"Intel"," Core i7 6500U ",2.5,16,"SSD",512,0,"Intel","HD Graphics 520","WindowsOS",1.36,100007.0
701,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.56,43636.0
702,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A9-Series 9420 ",2.9,4,"SSD",256,0,"AMD","Radeon 530","WindowsOS",2.2,21259.0
703,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"AMD"," A12-Series 9720P ",3.6,8,"HDD",1024,0,"AMD","Radeon R7","WindowsOS",2.2,22857.0
704,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",2048,0,"Intel","HD Graphics 620","WindowsOS",2.1,33111.0
705,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","N/A",1.9,23976.0
706,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.18,42358.0
707,"Acer","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 8250U ",1.6,1,"SSD",256,0,"Intel","UHD Graphics 620","WindowsOS",1.6,53227.0
708,"Lenovo","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,16,"SSD",512,0,"Nvidia","Quadro M520M","WindowsOS",2.18,98834.0
709,"Lenovo","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6300HQ ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.8,63456.0
710,"HP","Notebook",17.3,"IPS Panel Full HD",1920,1080,0,"AMD"," A10-Series 9620P ",2.5,6,"HDD",2048,0,"AMD","Radeon 530","WindowsOS",2.71,34899.0
711,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.5,66547.0
712,"Dell","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7440HQ ",2.8,8,"SSD",256,0,"Nvidia","GeForce 930MX","LinuxOS",1.64,58022.0
713,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"Intel","HD Graphics 620","LinuxOS",1.98,38681.0
714,"Asus","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,"Intel","HD Graphics 500","WindowsOS",1.5,15877.0
715,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300U ",2.6,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.93,76012.0
716,"Lenovo","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Nvidia","GeForce 920MX","WindowsOS",1.87,45665.0
717,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.9,62817.0
718,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"AMD"," A6-Series 7310 ",2.0,4,"HDD",500,0,"AMD","Radeon R4","WindowsOS",2.19,15877.0
719,"Mediacom","Notebook",14.0,"IPS Panel Full HD",1920,1200,0,"Intel"," Atom Z8350 ",1.9,4,"HDD",32,0,"Intel","HD Graphics 400","WindowsOS",1.4,14119.0
720,"HP","Notebook",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Nvidia","GeForce 930MX","WindowsOS",2.63,63936.0
721,"Lenovo","Ultrabook",14.0,"IPS Panel Quad HD+",2560,1440,0,"Intel"," Core i7 6500U ",2.5,64,"SSD",512,0,"Intel","HD Graphics 520","WindowsOS",1.17,89864.0
722,"HP","2 in 1 Convertible",13.3,"IPS Panel",1366,768,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.58,44574.0
723,"Lenovo","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.32,79867.0
724,"Dell","Gaming",17.3,"4K Ultra HD",3840,2160,0,"Intel"," Core i7 7700HQ ",2.8,32,"Hybrid",1024,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.36,194973.0
725,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.7,71847.0
726,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",1024,0,"Intel","HD Graphics 620","N/A",1.9,26102.0
728,"Dell","2 in 1 Convertible",13.3,"Full HD",1920,1080,1,"Intel"," Core i3 7100U ",2.4,4,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",1.71,34579.0
729,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"AMD","Radeon R7 M445","LinuxOS",2.32,31410.0
730,"HP","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A9-Series 9420 ",3.0,4,"HDD",1024,0,"AMD","Radeon 520","WindowsOS",2.1,26054.0
731,"Acer","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",4.2,103097.0
732,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,12,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",2.25,34579.0
733,"HP","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A9-Series A9-9420 ",3.0,6,"Hybrid",128,1024,"AMD","Radeon 520","WindowsOS",2.1,34632.0
734,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",2.4,29784.0
735,"Lenovo","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.44,51149.0
736,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,4,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",1.85,41505.0
737,"HP","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"SSD",256,0,"Nvidia","Quadro M2200","WindowsOS",2.6,128884.0
738,"Dell","2 in 1 Convertible",13.3,"Full HD",1920,1080,1,"Intel"," Core i5 8250U ",1.6,8,"HDD",1024,0,"Intel","UHD Graphics 620","WindowsOS",1.55,35112.0
739,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",1.8,111594.0
740,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.4,21887.0
741,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"Hybrid",128,1024,"Nvidia","GeForce 940MX","WindowsOS",2.0,64309.0
742,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.0,35431.0
743,"Toshiba","Notebook",14.0,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.25,81785.0
744,"Lenovo","2 in 1 Convertible",14.0,"Full HD",1920,1080,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.7,53227.0
745,"Lenovo","Workstation",15.6,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 7600U ",2.8,16,"SSD",1024,0,"Nvidia","Quadro M520M","WindowsOS",2.5,175771.0
746,"Acer","Notebook",14.0,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,"Intel","HD Graphics 400","OtherOS",1.68,17582.0
747,"Samsung","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,16,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",0.81,87859.0
749,"Dell","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.6,60031.0
750,"HP","Workstation",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Xeon E3-1535M v5 ",2.9,16,"SSD",256,0,"Nvidia","Quadro M2000M","WindowsOS",3.0,233846.0
751,"Lenovo","Netbook",11.6,"N/A",1366,768,1,"Intel"," Celeron Dual Core N3060 ",1.6,4,"SSD",128,0,"Intel","HD Graphics 400","WindowsOS",1.4,25308.0
752,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6300U ",2.4,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.84,101232.0
753,"Asus","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 6300HQ ",2.3,4,"HDD",1024,0,"Nvidia","GeForce GTX 950M","N/A",2.45,30849.0
755,"Asus","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i7 7500U ",2.7,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.37,45283.0
756,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Quad HD+",3200,1800,1,"Intel"," Core i5 6260U ",1.8,8,"SSD",256,0,"Intel","HD Graphics 540","WindowsOS",1.3,63883.0
757,"HP","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.2,58555.0
758,"HP","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,8,"SSD",256,0,"Nvidia","Quadro M1000M","WindowsOS",2.59,83170.0
759,"Dell","Gaming",15.6,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.42,152860.0
760,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.1,31915.0
761,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.5,55837.0
762,"Dell","Ultrabook",12.5,"Full HD",1920,1080,0,"Intel"," Core i7 7600U ",2.8,16,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.18,99048.0
763,"Google","Ultrabook",12.3,"N/A",2400,1600,1,"Intel"," Core i5 7Y57 ",1.2,8,"SSD",256,0,"Intel","HD Graphics 615","OtherOS",1.1,83064.0
764,"Asus","Ultrabook",13.3,"IPS Panel Quad HD+",3200,1800,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.2,60153.0
765,"Dell","Notebook",13.3,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.65,45235.0
766,"Acer","Notebook",13.3,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.6,34898.0
767,"Asus","Notebook",17.3,"N/A",1366,768,0,"Intel"," Pentium Quad Core N4200 ",1.1,4,"HDD",1024,0,"Nvidia","GeForce 920MX","WindowsOS",2.8,25060.0
768,"Dell","Gaming",15.6,"IPS Panel   4K Ultra HD",3840,2160,1,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 960M","WindowsOS",2.72,58555.0
769,"Samsung","Ultrabook",13.3,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.31,85195.0
770,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N4200 ",1.1,4,"HDD",1024,0,"Intel","HD Graphics 505","LinuxOS",2.1,15877.0
771,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,16,"N/A",0,0,"AMD","Radeon R7 M445","WindowsOS",2.3,62938.0
772,"Samsung","2 in 1 Convertible",15.0,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,16,"SSD",256,0,"AMD","Radeon 540","WindowsOS",1.71,95851.0
773,"Toshiba","Notebook",14.0,"IPS Panel",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.75,54346.0
774,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"HDD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.62,58555.0
776,"Asus","2 in 1 Convertible",15.6,"Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,12,"HDD",2048,0,"Nvidia","GeForce 940MX","WindowsOS",2.3,44702.0
777,"Lenovo","Notebook",15.6,"4K Ultra HD",3840,2160,0,"Intel"," Core i7 6820HQ ",2.7,16,"SSD",512,0,"Nvidia","Quadro M2000M","WindowsOS",2.5,126274.0
778,"Acer","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i3 7100U ",2.4,4,"SSD",128,0,"Intel","HD Graphics 620","WindowsOS",1.8,33886.0
779,"Razer","Gaming",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"SSD",512,0,"Nvidia","GeForce GTX 1060","WindowsOS",1.95,154459.0
780,"Asus","Notebook",15.6,"N/A",1920,1080,0,"Intel"," Pentium Dual Core N4200 ",1.1,8,"SSD",128,0,"Intel","HD Graphics 505","WindowsOS",2.0,31004.0
781,"Dell","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,32,"Hybrid",1024,1024,"Nvidia","GeForce GTX 1070M","WindowsOS",4.42,191211.0
782,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.3,125208.0
783,"Toshiba","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6600U ",2.6,16,"SSD",512,0,"Nvidia","GeForce 930M","WindowsOS",1.47,93986.0
784,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Quad Core N3710 ",1.6,8,"HDD",1024,0,"Intel","HD Graphics 405","N/A",2.2,17529.0
785,"Lenovo","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.7,122491.0
786,"MSI","Gaming",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",1.6,100752.0
787,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.2,58022.0
788,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,4,"HDD",1024,0,"Nvidia","GeForce GTX 1050","WindowsOS",2.4,53227.0
789,"Acer","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",4.2,122491.0
